,question_id,image,question,gt_ans,pred_ans,full_answer,judge,image_id,cluster_id,vqa_acc,pred_ans_CLUSTER,cluster_id_CLUSTER,vqa_acc_CLUSTER
22,202005788,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n97485.jpg,Is this a bed or a cabinet?,cabinet,cabinet,This is a cabinet.,1,n97485.jpg,0,1,cabinet,0,1
23,201902515,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n435808.jpg,On which side is the router?,left,left side,The router is on the left of the image.,0,n435808.jpg,0,1,left,0,1
24,201303404,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n518912.jpg,What is the color of the pants?,gray,blue,The pants are gray.,0,n518912.jpg,0,0,blue,0,0
25,201621328,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n275148.jpg,What is the picture frame hanging from?,wall,wall,The picture frame is hanging from the wall.,1,n275148.jpg,0,1,wall,0,1
26,201621326,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n275148.jpg,What is hanging from the wall?,picture frame,pictures,The picture frame is hanging from the wall.,0,n275148.jpg,0,0,speakers,0,0
27,20489632,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n145498.jpg,What is the color of this bench?,beige,brown,The bench is beige.,0,n145498.jpg,0,0,brown,0,0
28,201623784,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n501609.jpg,Are the cabinets below the stove wooden and open?,no,yes,"No, the cabinets are wooden but closed.",0,n501609.jpg,0,0,yes,0,0
29,202023424,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n95313.jpg,How is the item of furniture that is plaid called?,bed,chair,The piece of furniture is a bed.,0,n95313.jpg,0,0,sofa,0,0
30,201428996,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n64959.jpg,What appliance is the refrigerator larger than?,stove,freezer,The fridge is bigger than the stove.,0,n64959.jpg,0,0,freezer,0,0
31,20287551,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n317260.jpg,What is the color of the glove?,black,blue,The glove is black.,0,n317260.jpg,0,0,blue,0,0
32,201481824,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n470920.jpg,Does the blanket look soft and white?,yes,no,"Yes, the blanket is soft and white.",0,n470920.jpg,0,0,no,0,0
33,201663656,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n35676.jpg,What color are the drawers?,light brown,brown,The drawers are light brown.,0,n35676.jpg,0,0,brown,0,0
34,20308576,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n278312.jpg,Are there refrigerators to the left of the stove?,yes,no,"Yes, there is a refrigerator to the left of the stove.",0,n278312.jpg,0,0,no,0,0
35,201065067,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n88933.jpg,Which kind of clothing is bright?,gown,dresses,The clothing is a gown.,0,n88933.jpg,0,0,dress,0,0
36,201065062,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n88933.jpg,Which type of clothing is pink?,gown,dress,The clothing is a gown.,0,n88933.jpg,0,0,dress,0,0
37,201935960,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500209.jpg,What's standing on the floor?,shelf,books,The shelf is standing on the floor.,0,n500209.jpg,0,0,books,0,0
38,20412222,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n531359.jpg,What items of furniture are to the left of the boy?,tables,tables and chairs,The pieces of furniture are tables.,0,n531359.jpg,0,1,chairs,0,0
39,201935966,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500209.jpg,What is in front of the wall that is not short?,shelf,shelf,The shelf is in front of the wall.,1,n500209.jpg,0,1,shelf,0,1
40,201947446,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n473688.jpg,On which side of the picture is the clean mirror?,left,left side,The mirror is on the left of the image.,0,n473688.jpg,0,1,left,0,1
41,20306764,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n554880.jpg,What is sitting on the floor?,gift,snowboard,The gift is sitting on the floor.,0,n554880.jpg,0,0,snowboard,0,0
42,20306767,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n554880.jpg,Is the gift sitting on the floor?,yes,no,"Yes, the gift is sitting on the floor.",0,n554880.jpg,0,0,no,0,0
43,201996815,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n250715.jpg,"Which material makes up the round glasses, glass or wire?",glass,glass,The glasses are made of glass.,1,n250715.jpg,0,1,glass,0,1
44,201996813,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n250715.jpg,What are the glasses made of?,glass,plastic,The glasses are made of glass.,0,n250715.jpg,0,0,plastic,0,0
45,202060122,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n14087.jpg,What animal is the couch behind of?,dog,dog,The couch is behind the dog.,1,n14087.jpg,0,1,dog,3,1
46,201497916,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n315887.jpg,What device is above the keyboard?,monitor,monitor,The device is a monitor.,1,n315887.jpg,0,1,monitor,0,1
47,201498727,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n315887.jpg,What is the phone made of?,plastic,plastic,The telephone is made of plastic.,1,n315887.jpg,0,1,plastic,0,1
48,201947624,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n473688.jpg,Are there both toothbrushes and mats in this picture?,no,yes,"No, there is a toothbrush but no mats.",0,n473688.jpg,0,0,yes,0,0
49,201947620,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n473688.jpg,Is the soap dish to the right of the soap dispenser?,yes,no,"Yes, the soap dish is to the right of the soap dispenser.",0,n473688.jpg,0,0,no,0,0
50,201504960,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n298104.jpg,Are the shorts large and blue?,no,no,"No, the shorts are blue but small.",1,n298104.jpg,0,1,no,0,1
51,20381557,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n398257.jpg,Does the device under the picture frame look black?,no,no,"No, the computer monitor is white.",1,n398257.jpg,0,1,no,0,1
52,201982068,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n526228.jpg,"Which material are the trousers made of, cloth or leather?",cloth,cloth,The trousers are made of cloth.,1,n526228.jpg,0,1,cloth,0,1
53,201370428,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n351318.jpg,"How do the pens look, colorful or black and white?",black and white,colorful,The pens are black and white.,0,n351318.jpg,0,0,colorful,0,0
54,201370422,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n351318.jpg,On which side of the picture are the pens?,right,left side,The pens are on the right of the image.,0,n351318.jpg,0,0,left side,0,0
55,201156466,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n146522.jpg,Do the balls to the left of the other ball look light?,yes,no,"Yes, the balls are light.",0,n146522.jpg,0,0,no,0,0
56,202081210,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n314630.jpg,Is the toaster to the right of a refrigerator?,no,no,"No, the toaster is to the right of the house.",1,n314630.jpg,0,1,no,0,1
57,201756501,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n567860.jpg,What is common to the door and the kitten?,color,white,"The color, both the door and the kitten are white.",0,n567860.jpg,0,0,white,0,0
58,20716925,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n67005.jpg,Is the jacket made of cotton large or small?,small,large,The jacket is small.,0,n67005.jpg,0,0,large,0,0
59,20541270,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n527290.jpg,Is the gray chair to the left or to the right of the couch in the picture?,right,to the left,The chair is to the right of the couch.,0,n527290.jpg,0,0,to the left,0,0
60,2017235,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n324908.jpg,What color is the hair?,black,brown,The hair is black.,0,n324908.jpg,0,0,brown,0,0
61,201047479,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n234683.jpg,Is the dress shirt gray or teal?,teal,gray,The dress shirt is teal.,0,n234683.jpg,0,0,gray,0,0
62,201370398,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n351318.jpg,Of what color are the scissors?,gray,blue,The scissors are gray.,0,n351318.jpg,0,0,blue,0,0
63,20672944,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n59147.jpg,On which side of the photo is the toilet brush?,left,left side,The toilet brush is on the left of the image.,0,n59147.jpg,0,1,left,0,1
64,20672940,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n59147.jpg,Do you see either any containers or dream catchers?,no,no,"No, there are no containers or dream catchers.",1,n59147.jpg,0,1,no,0,1
65,20673099,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n59147.jpg,What item of furniture is the toilet paper to the right of the toilet resting on?,chair,chair,The toilet paper is resting on the chair.,1,n59147.jpg,0,1,chair,0,1
66,201480696,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n39114.jpg,What shape is the bench?,rectangular,square,The bench is rectangular.,0,n39114.jpg,0,0,square,0,0
67,20295599,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n162586.jpg,Does the picture frame made of plastic look black and small?,yes,no,"Yes, the picture frame is black and small.",0,n162586.jpg,0,0,no,0,0
68,20204868,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n532191.jpg,Is there a silver laptop or DVD player?,no,laptop,"No, there is a laptop but it is black.",0,n532191.jpg,0,0,laptop,0,0
69,20667494,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n181355.jpg,What piece of furniture is made of wood?,coffee table,coffee table,The piece of furniture is a coffee table.,1,n181355.jpg,0,1,table,0,0
70,20667492,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n181355.jpg,What piece of furniture is wooden?,coffee table,table,The piece of furniture is a coffee table.,0,n181355.jpg,0,0,coffee table,0,1
71,20667493,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n181355.jpg,How the piece of furniture that is made of wood is called?,coffee table,bed,The piece of furniture is a coffee table.,0,n181355.jpg,0,0,table,0,0
72,201064816,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n88933.jpg,Which kind of furniture is blue?,sofa,bench,The furniture is a sofa.,0,n88933.jpg,0,0,bench,0,0
73,2097684,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n513429.jpg,What is that monitor in front of?,poster,laptop,The monitor is in front of the poster.,0,n513429.jpg,0,0,a laptop,0,0
74,201064812,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n88933.jpg,"What type of furniture is this, a cabinet or a sofa?",sofa,sofa,This is a sofa.,1,n88933.jpg,0,1,cabinet,0,0
75,201064810,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n88933.jpg,What piece of furniture is it?,sofa,bench,The piece of furniture is a sofa.,0,n88933.jpg,0,0,a bench,0,0
76,201935799,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500209.jpg,What is the container made of glass sitting on top of?,shelf,books,The jar is sitting on top of the shelf.,0,n500209.jpg,0,0,books,0,0
77,201065430,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n429883.jpg,On which side of the photo are the chairs?,right,left side,The chairs are on the right of the image.,0,n429883.jpg,0,0,left,0,0
78,202121334,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n140421.jpg,Do the soap bottle and the clock have the same color?,yes,no,"Yes, both the soap bottle and the clock are white.",0,n140421.jpg,0,0,no,0,0
79,201935797,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500209.jpg,What is sitting on top of the shelf?,jar,books,The jar is sitting on top of the shelf.,0,n500209.jpg,0,0,books,0,0
80,201143145,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n276011.jpg,The wood floor is what color?,dark brown,brown,The floor is dark brown.,0,n276011.jpg,0,0,brown,0,0
81,201763810,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n246334.jpg,Are there any televisions or curtains in the picture?,no,no,"No, there are no curtains or televisions.",1,n246334.jpg,0,1,no,0,1
82,202119900,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500308.jpg,What appliance is in front of the wall?,refrigerator,refrigerator,The appliance is a refrigerator.,1,n500308.jpg,0,1,refrigerator,0,1
83,202119903,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500308.jpg,Is there a refrigerator in front of the wall made of wood?,yes,yes,"Yes, there is a refrigerator in front of the wall.",1,n500308.jpg,0,1,yes,0,1
84,20340771,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n513100.jpg,What is the name of the piece of furniture in front of the fence?,chair,table,The piece of furniture is a chair.,0,n513100.jpg,0,0,table,0,0
85,20285405,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n192021.jpg,How clean are the walls the window is on?,clean,clean,The walls are clean.,1,n192021.jpg,0,1,clean,0,1
86,20340772,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n513100.jpg,Which kind of furniture is in front of the fence?,chair,chairs,The piece of furniture is a chair.,0,n513100.jpg,0,1,chairs,0,1
87,20518589,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n141939.jpg,What is the sink on?,countertop,floor,The sink is on the counter top.,0,n141939.jpg,0,0,the floor,0,0
88,201795286,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n119944.jpg,Do the baskets that are not empty look colorful?,yes,yes,"Yes, the baskets are colorful.",1,n119944.jpg,0,1,yes,0,1
89,201832545,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n432591.jpg,Is there any bed or table that is not dark brown?,no,no,"No, there is a bed but it is dark brown.",1,n432591.jpg,0,1,no,0,1
90,202082102,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n433692.jpg,Which kind of device is to the left of the lamp?,laptop,computer,The device is a laptop.,0,n433692.jpg,0,0,computer,0,0
91,20645705,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n98544.jpg,Does the heater next to the toilet look white and large?,no,yes,"No, the heater is white but small.",0,n98544.jpg,0,0,yes,0,0
92,201143364,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n276011.jpg,What is located on top of the table?,flowers,flowers,The flowers are on top of the table.,1,n276011.jpg,0,1,flowers,0,1
93,20827171,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n283587.jpg,Does the side table that is not big look wooden and long?,no,yes,"No, the side table is wooden but short.",0,n283587.jpg,0,0,yes,0,0
94,20940166,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n240666.jpg,Does the porcelain sink have round shape?,no,no,"No, the sink is square.",1,n240666.jpg,0,1,no,0,1
95,201859351,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n546884.jpg,What is the lid made of?,plastic,plastic,The lid is made of plastic.,1,n546884.jpg,0,1,plastic,0,1
96,20836758,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n507959.jpg,Does the blue bag look small?,yes,no,"Yes, the purse is small.",0,n507959.jpg,0,0,no,0,0
97,20692296,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n499081.jpg,What is resting on the marble counter?,books,towels,The books are resting on the counter.,0,n499081.jpg,0,0,toothbrush,0,0
98,20692294,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n499081.jpg,Are the books to the left or to the right of the wood cabinet?,left,to the left,The books are to the left of the cabinet.,0,n499081.jpg,0,1,to the left,0,1
99,202262373,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n28572.jpg,Is the mug in front of the cup green and small?,no,no,"No, the mug is small but white.",1,n28572.jpg,0,1,no,0,1
100,201556497,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n525901.jpg,What is the piece of furniture that is not small called?,shelf,desk,The piece of furniture is a shelf.,0,n525901.jpg,0,0,desk,0,0
101,201556499,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n525901.jpg,What kind of furniture isn't small?,shelf,desk,The furniture is a shelf.,0,n525901.jpg,0,0,desk,0,0
102,20711540,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n549922.jpg,Which kind of toy is soft?,stuffed bear,teddy bear,The toy is a stuffed bear.,0,n549922.jpg,0,0,teddy bear,3,0
103,20899315,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n403734.jpg,What's the bottle made of?,plastic,plastic,The bottle is made of plastic.,1,n403734.jpg,0,1,plastic,0,1
104,201997192,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n250715.jpg,Does the chair look large?,yes,yes,"Yes, the chair is large.",1,n250715.jpg,0,1,no,0,0
105,20866524,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n579256.jpg,Is the container made of plastic light and blue?,no,yes,"No, the container is light but white.",0,n579256.jpg,0,0,yes,0,0
106,20866526,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n579256.jpg,What tone does the container made of plastic have?,light,white,The container has light tone.,0,n579256.jpg,0,0,white,0,0
107,20691652,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n153293.jpg,"What color are the towels made of cloth, black or white?",black,white,The towels are black.,0,n153293.jpg,0,0,white,0,0
108,201663481,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n35676.jpg,Are there any new dishwashers?,yes,,"Yes, there is a new dishwasher.",0,n35676.jpg,0,0,,0,0
109,20692079,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n499081.jpg,How big is the sink?,small,large,The sink is small.,0,n499081.jpg,0,0,small,0,1
110,201030507,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n54424.jpg,Does the shirt seem to be sleeveless or long sleeved?,long sleeved,long sleeved,The shirt is long sleeved.,1,n54424.jpg,0,1,long sleeved,0,1
111,201997611,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n319845.jpg,Does the ceiling above the table look blue and clean?,no,no,"No, the ceiling is clean but white.",1,n319845.jpg,0,1,no,0,1
112,201983816,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n16378.jpg,Is there any bag that is black?,no,no,"No, there is a bag but it is red.",1,n16378.jpg,0,1,no,0,1
113,20645858,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n98544.jpg,What color is the small bathroom?,white,green,The bathroom is white.,0,n98544.jpg,0,0,green,0,0
114,20441903,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n207708.jpg,Does the table look brown and rectangular?,yes,yes,"Yes, the table is brown and rectangular.",1,n207708.jpg,0,1,yes,0,1
115,201535714,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n272098.jpg,Which kind of clothing is yellow?,coat,jacket,The clothing is a coat.,0,n272098.jpg,0,0,jacket,0,0
116,201535713,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n272098.jpg,What kind of clothing is yellow?,coat,jacket,The clothing is a coat.,0,n272098.jpg,0,0,jacket,0,0
117,201111170,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n546616.jpg,The table has which color?,brown,brown,The table is brown.,1,n546616.jpg,0,1,brown,0,1
118,20503737,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n324644.jpg,Is the sticker both white and rectangular?,no,yes,"No, the sticker is rectangular but purple.",0,n324644.jpg,0,0,yes,0,0
119,20503730,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n324644.jpg,What color is the sticker that looks rectangular?,purple,red,The sticker is purple.,0,n324644.jpg,0,0,red,0,0
120,201974600,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n274905.jpg,What is the color of the shirt?,dark blue,pink,The shirt is dark blue.,0,n274905.jpg,0,0,pink,0,0
121,20783517,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n355339.jpg,Do you see any chairs that are not red?,no,no,"No, there is a chair but it is red.",1,n355339.jpg,0,1,no,0,1
122,201621812,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n275148.jpg,What is the device to the right of the couch?,speaker,computer,The device is a speaker.,0,n275148.jpg,0,0,television,0,0
123,20899769,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n186491.jpg,What type of device is sitting on the square table?,laptop,laptop,The device is a laptop.,1,n186491.jpg,0,1,laptop,0,1
124,20866380,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n579256.jpg,Which color is the floor?,gray,white,The floor is gray.,0,n579256.jpg,0,0,white,0,0
125,201467402,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n295771.jpg,What is common to the door and the room?,color,glass,"The color, both the door and the room are white.",0,n295771.jpg,0,0,glass,0,0
126,20518337,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n141939.jpg,Which kind of appliance is under the sink?,radiator,water heater,The appliance is a radiator.,0,n141939.jpg,0,0,water heater,0,0
127,20518334,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n141939.jpg,What is under the sink on the counter top?,radiator,soap dish,The radiator is under the sink.,0,n141939.jpg,0,0,toilet,0,0
128,20518335,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n141939.jpg,What's under the sink?,radiator,water heater,The radiator is under the sink.,0,n141939.jpg,0,0,water heater,0,0
129,201759317,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n150962.jpg,"What is the window made of, glass or plastic?",glass,glass,The window is made of glass.,1,n150962.jpg,0,1,glass,0,1
130,20518339,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n141939.jpg,Do you see any drawers under the sink?,no,no,"No, there is a radiator under the sink.",1,n141939.jpg,0,1,no,0,1
131,20480525,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n520071.jpg,Do the tall books look colorful and thick?,no,yes,"No, the books are colorful but thin.",0,n520071.jpg,0,0,yes,0,0
132,201548930,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n314171.jpg,What is the room holding?,picture,balloons,The room is holding the picture.,0,n314171.jpg,0,0,food,0,0
133,20157379,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n170941.jpg,What kind of furniture is wooden?,table,tables,The furniture is a table.,0,n170941.jpg,0,1,tables,0,1
